entity_a_id,entity_b_id,cosine_similarity
entity_1,entity_48,0.4974610507488251
entity_1,entity_52,0.45369184017181396
entity_1,entity_60,0.35087069869041443
entity_1,entity_63,0.3536500930786133
entity_1,entity_67,0.29406043887138367
entity_1,entity_70,0.510859489440918
entity_1,entity_79,0.38368022441864014
entity_1,entity_92,0.3456368148326874
entity_1,entity_95,0.2540771961212158
entity_1,entity_98,0.16496901214122772
entity_1,entity_102,0.2992030382156372
entity_1,entity_105,0.34231171011924744
entity_1,entity_112,0.33934342861175537
entity_1,entity_119,0.47882139682769775
entity_1,entity_129,0.3640158474445343
entity_1,entity_134,0.13139095902442932
entity_1,entity_138,0.21022552251815796
entity_1,entity_142,0.2699911594390869
entity_1,entity_147,0.10354575514793396
entity_8,entity_48,0.42202621698379517
entity_8,entity_52,0.38991039991378784
entity_8,entity_60,0.3403974175453186
entity_8,entity_63,0.3755265474319458
entity_8,entity_67,0.3290155231952667
entity_8,entity_70,0.34233683347702026
entity_8,entity_79,0.5074011087417603
entity_8,entity_92,0.36879754066467285
entity_8,entity_95,0.36659884452819824
entity_8,entity_98,0.3053019046783447
entity_8,entity_102,0.39689862728118896
entity_8,entity_105,0.2606506645679474
entity_8,entity_112,0.2521163821220398
entity_8,entity_119,0.2834113836288452
entity_8,entity_129,0.3550989031791687
entity_8,entity_134,0.2824815809726715
entity_8,entity_138,0.45052570104599
entity_8,entity_142,0.29594141244888306
entity_8,entity_147,0.22652211785316467
entity_17,entity_48,0.33629605174064636
entity_17,entity_52,0.2196163684129715
entity_17,entity_60,0.22108882665634155
entity_17,entity_63,0.22014030814170837
entity_17,entity_67,0.1602613776922226
entity_17,entity_70,0.28474122285842896
entity_17,entity_79,0.5421675443649292
entity_17,entity_92,0.2931515872478485
entity_17,entity_95,0.3507978916168213
entity_17,entity_98,0.2626432180404663
entity_17,entity_102,0.2593531906604767
entity_17,entity_105,0.23031407594680786
entity_17,entity_112,0.25859200954437256
entity_17,entity_119,0.28133824467658997
entity_17,entity_129,0.2328922003507614
entity_17,entity_134,0.34682250022888184
entity_17,entity_138,0.5566153526306152
entity_17,entity_142,0.36622247099876404
entity_17,entity_147,0.27652591466903687
entity_27,entity_48,0.44285666942596436
entity_27,entity_52,0.12738971412181854
entity_27,entity_60,0.1814568042755127
entity_27,entity_63,0.1616852879524231
entity_27,entity_67,0.12919160723686218
entity_27,entity_70,0.18666526675224304
entity_27,entity_79,0.42684561014175415
entity_27,entity_92,0.4152587652206421
entity_27,entity_95,0.32700711488723755
entity_27,entity_98,0.28190645575523376
entity_27,entity_102,0.18093641102313995
entity_27,entity_105,0.19866761565208435
entity_27,entity_112,0.2647095024585724
entity_27,entity_119,0.3330443501472473
entity_27,entity_129,0.223005473613739
entity_27,entity_134,0.33071428537368774
entity_27,entity_138,0.4819384813308716
entity_27,entity_142,0.3543502688407898
entity_27,entity_147,0.2779005467891693
entity_31,entity_48,0.3430655300617218
entity_31,entity_52,0.23864205181598663
entity_31,entity_60,0.24978592991828918
entity_31,entity_63,0.2554708421230316
entity_31,entity_67,0.2242392897605896
entity_31,entity_70,0.24077653884887695
entity_31,entity_79,0.34311097860336304
entity_31,entity_92,0.3141612708568573
entity_31,entity_95,0.31527960300445557
entity_31,entity_98,0.22131475806236267
entity_31,entity_102,0.26286372542381287
entity_31,entity_105,0.21432629227638245
entity_31,entity_112,0.24316197633743286
entity_31,entity_119,0.23919540643692017
entity_31,entity_129,0.2298712134361267
entity_31,entity_134,0.222556009888649
entity_31,entity_138,0.3019021153450012
entity_31,entity_142,0.2816517949104309
entity_31,entity_147,0.1427052915096283
entity_36,entity_48,0.42657431960105896
entity_36,entity_52,0.3077036142349243
entity_36,entity_60,0.3644591271877289
entity_36,entity_63,0.28286492824554443
entity_36,entity_67,0.22736841440200806
entity_36,entity_70,0.32340285181999207
entity_36,entity_79,0.3250318765640259
entity_36,entity_92,0.36599108576774597
entity_36,entity_95,0.39910849928855896
entity_36,entity_98,0.2158510982990265
entity_36,entity_102,0.251564621925354
entity_36,entity_105,0.28096356987953186
entity_36,entity_112,0.249342679977417
entity_36,entity_119,0.39348748326301575
entity_36,entity_129,0.3381144404411316
entity_36,entity_134,0.16249099373817444
entity_36,entity_138,0.2975185215473175
entity_36,entity_142,0.22993922233581543
entity_36,entity_147,0.10870431363582611
entity_43,entity_48,0.2534027695655823
entity_43,entity_52,0.17832964658737183
entity_43,entity_60,0.20002183318138123
entity_43,entity_63,0.2541261911392212
entity_43,entity_67,0.21053552627563477
entity_43,entity_70,0.23537011444568634
entity_43,entity_79,0.34113168716430664
entity_43,entity_92,0.29518571496009827
entity_43,entity_95,0.299378901720047
entity_43,entity_98,0.20465421676635742
entity_43,entity_102,0.19908182322978973
entity_43,entity_105,0.19612661004066467
entity_43,entity_112,0.2795981764793396
entity_43,entity_119,0.20843759179115295
entity_43,entity_129,0.1882203221321106
entity_43,entity_134,0.2397702932357788
entity_43,entity_138,0.32155588269233704
entity_43,entity_142,0.6435800790786743
entity_43,entity_147,0.19923055171966553
entity_48,entity_134,0.3776140511035919
entity_48,entity_138,0.45076707005500793
entity_48,entity_142,0.4264324903488159
entity_48,entity_147,0.37684008479118347
entity_52,entity_134,0.14739543199539185
entity_52,entity_138,0.20074954628944397
entity_52,entity_142,0.30184102058410645
entity_52,entity_147,0.21337351202964783
entity_60,entity_134,0.21153631806373596
entity_60,entity_138,0.27621451020240784
entity_60,entity_142,0.2245347648859024
entity_60,entity_147,0.22185084223747253
entity_63,entity_134,0.13998663425445557
entity_63,entity_138,0.20048809051513672
entity_63,entity_142,0.3333892822265625
entity_63,entity_147,0.2286144495010376
entity_67,entity_134,0.13944388926029205
entity_67,entity_138,0.16434688866138458
entity_67,entity_142,0.24886415898799896
entity_67,entity_147,0.16890031099319458
entity_70,entity_134,0.13662704825401306
entity_70,entity_138,0.22660386562347412
entity_70,entity_142,0.40458011627197266
entity_70,entity_147,0.2848782241344452
entity_79,entity_134,0.5384811162948608
entity_79,entity_138,0.7058676481246948
entity_79,entity_142,0.6108016967773438
entity_79,entity_147,0.5034217238426208
entity_92,entity_134,0.42960816621780396
entity_92,entity_138,0.49081867933273315
entity_92,entity_142,0.49121320247650146
entity_92,entity_147,0.4280509352684021
entity_95,entity_134,0.42410945892333984
entity_95,entity_138,0.55524742603302
entity_95,entity_142,0.44844573736190796
entity_95,entity_147,0.40903204679489136
entity_98,entity_134,0.34411120414733887
entity_98,entity_138,0.3959336280822754
entity_98,entity_142,0.3551338016986847
entity_98,entity_147,0.30386781692504883
entity_102,entity_134,0.13407239317893982
entity_102,entity_138,0.22510363161563873
entity_102,entity_142,0.2186991572380066
entity_102,entity_147,0.19807234406471252
entity_105,entity_134,0.1633061021566391
entity_105,entity_138,0.233902707695961
entity_105,entity_142,0.415457546710968
entity_105,entity_147,0.29915696382522583
entity_112,entity_134,0.15199634432792664
entity_112,entity_138,0.23581741750240326
entity_112,entity_142,0.4642530679702759
entity_112,entity_147,0.3140265941619873
entity_119,entity_134,0.1658257097005844
entity_119,entity_138,0.18009290099143982
entity_119,entity_142,0.33854782581329346
entity_119,entity_147,0.24742689728736877
entity_129,entity_134,0.19243374466896057
entity_129,entity_138,0.23408293724060059
entity_129,entity_142,0.28855186700820923
entity_129,entity_147,0.21804526448249817
